,id,taskid,type,name,description,scriptName ,tags,condition,scriptarguments,nexttasks,conditions
0,3,185c00fb-4375-4607-8b99-7538c88315bc,title,Done,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Gmail'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,4,cc460fc4-1d86-464c-8853-e996eed85049,regular,Retrieve the forwarded email from Gmail,Get the data and metadata of the forwarded email from the Gmail service.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Gmail'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,5,18de5315-16b2-4d5c-8a81-2c50623ea89d,condition,Was the original email retrieved?,Verify that there is a Gmail email object in the context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'Gmail', 'accessor': 'ID'}}, 'iscontext': True}}]]}"
0,6,c09ebecb-9dc8-4e00-8fe4-0dbf0cd27d32,condition,Was the forwarded email data retrieved?,Verify that the InReplyTo and Subject fields are in context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'GmailSubject'}}, 'iscontext': True}}], [{'operator': 'isExists', 'left': {'value': {'simple': 'InReplyTo'}, 'iscontext': True}}]]}"
0,7,ea86d0cc-f9dc-4496-812c-bd3f5c52d08c,regular,Set context,Set the InReplyTo field to context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'GmailSubject'}}, 'iscontext': True}}], [{'operator': 'isExists', 'left': {'value': {'simple': 'InReplyTo'}, 'iscontext': True}}]]}"
0,8,13ee64a0-66aa-4265-8995-62cf1f44982c,regular,Search for original email,Search Gmail for the original email.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'GmailSubject'}}, 'iscontext': True}}], [{'operator': 'isExists', 'left': {'value': {'simple': 'InReplyTo'}, 'iscontext': True}}]]}"
0,9,4bf99d41-0f5c-4f08-8c98-785cb0e5503d,regular,Set context,Set the Subject field to context stripped of all prefixes.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'GmailSubject'}}, 'iscontext': True}}], [{'operator': 'isExists', 'left': {'value': {'simple': 'InReplyTo'}, 'iscontext': True}}]]}"
0,10,4dbd3cc6-ae7c-4de5-89d2-b3e1b47acec5,regular,Delete old context,Delete the forwarded Gmail email object from context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'GmailSubject'}}, 'iscontext': True}}], [{'operator': 'isExists', 'left': {'value': {'simple': 'InReplyTo'}, 'iscontext': True}}]]}"
0,12,7e75aef4-9998-407c-8ace-b342f3ef812f,regular,Set context,Set the original email to context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'GmailSubject'}}, 'iscontext': True}}], [{'operator': 'isExists', 'left': {'value': {'simple': 'InReplyTo'}, 'iscontext': True}}]]}"
0,13,29868c31-fc31-4b25-8523-5a9c937af420,regular,Get attachments of the original email,Retrieve the attachments of the original email from Gmail.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'GmailSubject'}}, 'iscontext': True}}], [{'operator': 'isExists', 'left': {'value': {'simple': 'InReplyTo'}, 'iscontext': True}}]]}"
0,14,0ce28338-abb6-4b8d-8155-3444a9df6ca9,condition,Was the original email retrieved?,Verify that the original email is in context (matched by the InReplyTo ID).,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': '${.=val.Gmail.filter(g => g.Headers.filter(h => h.Name === ""Message-ID"" && h.Value == val.InReplyTo).length > 0)}'}, 'iscontext': False}}]]}"
0,15,7c1f40cb-1a0e-44dd-8d87-ff2fd67e572c,regular,Set output,Set the playbook outputs to context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': '${.=val.Gmail.filter(g => g.Headers.filter(h => h.Name === ""Message-ID"" && h.Value == val.InReplyTo).length > 0)}'}, 'iscontext': False}}]]}"
0,0,14cac14a-3745-46d2-8ef6-da411a06da52,start,,,,,,,,
0,1,4535653a-d322-4c51-8857-a50edf322136,regular,Create Drive Export,Creates a Google Vault export in order to perform search actions on emails.,,,,,,
0,2,79dff934-921d-4168-8b52-ccc0fbed0fab,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,
0,3,3e6b8705-bc47-4c32-8ccd-99944b60e1d8,regular,Get Drive results,Get the results of a given mail export,,,,,,
0,5,9ed8fed0-adb4-4d5a-8de3-4390979be049,title,Done,,,,,,,
0,15,aa748877-64f6-403b-8a28-5a48d7470abf,condition,Check downloadFile,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,16,97311171-052d-4110-8cac-66da6235bd3b,regular,Get Export status to context,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,17,afc45103-f1da-466f-8950-4b4a4227378e,regular,Download Export file,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,18,0273f108-4e62-44b6-82aa-bb543619668d,condition,Check if status COMPLETED,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'complex': {'root': 'GoogleVault', 'accessor': 'Matter.Export.Status'}}, 'iscontext': True}, 'right': {'value': {'simple': 'COMPLETED'}}}]]}"
0,19,75b444cb-48e7-4472-882a-ae287fd96386,regular,Polling Timeout,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'complex': {'root': 'GoogleVault', 'accessor': 'Matter.Export.Status'}}, 'iscontext': True}, 'right': {'value': {'simple': 'COMPLETED'}}}]]}"
0,0,14cac14a-3745-46d2-8ef6-da411a06da52,start,,,,,,,,
0,1,40d47276-5b8c-4a16-8bfc-986b89a39382,regular,Create Group Export,Creates a Google Vault export in order to perform search actions on emails.,,,,,,
0,2,2499c394-d9b8-4fc2-8e39-006e6ed21018,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,
0,3,31d85c78-3d02-4ef9-8734-3d41200a8857,regular,Get Groups results,Get the results of a given mail export,,,,,,
0,5,9ed8fed0-adb4-4d5a-8de3-4390979be049,title,Done,,,,,,,
0,15,aa748877-64f6-403b-8a28-5a48d7470abf,condition,Check downloadFile,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,16,97311171-052d-4110-8cac-66da6235bd3b,regular,Get Export status to context,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,17,afc45103-f1da-466f-8950-4b4a4227378e,regular,Download Export file,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,18,0273f108-4e62-44b6-82aa-bb543619668d,condition,Check if status COMPLETED,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'complex': {'root': 'GoogleVault', 'accessor': 'Matter.Export.Status'}}, 'iscontext': True}, 'right': {'value': {'simple': 'COMPLETED'}}}]]}"
0,19,1fb0571b-bd21-423c-85ae-0f9ca53649f2,regular,Polling Timeout,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'complex': {'root': 'GoogleVault', 'accessor': 'Matter.Export.Status'}}, 'iscontext': True}, 'right': {'value': {'simple': 'COMPLETED'}}}]]}"
0,0,14cac14a-3745-46d2-8ef6-da411a06da52,start,,,,,,,,
0,1,e3690834-b9f7-4574-8106-e70ec6cec8c6,regular,Create Mail Export ,Creates a Google Vault export in order to perform search actions on emails.,,,,,,
0,2,db065150-defd-4197-85cd-001dcbcd8d5f,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,
0,3,84cab8e3-4c98-4931-83fa-5c13d0c55e05,regular,Get Mail results,Get the results of a given mail export,,,,,,
0,5,9ed8fed0-adb4-4d5a-8de3-4390979be049,title,Done,,,,,,,
0,15,3f8f4650-cc6f-4dde-85cf-52875002b5a1,condition,Check downloadFile,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,16,9b8234da-1a70-499b-86c8-6de0665449f9,regular,Get Export status to context,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,17,52069817-50f6-4267-80f4-7e4c94431f52,regular,Download Export file,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.downloadFile'}, 'iscontext': True}, 'right': {'value': {'simple': 'true'}}}]]}"
0,18,f04a7a20-83ae-4198-86e0-22c079cef34b,condition,Check if status COMPLETED,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'complex': {'root': 'GoogleVault', 'accessor': 'Matter.Export.Status'}}, 'iscontext': True}, 'right': {'value': {'simple': 'COMPLETED'}}}]]}"
0,19,de226b27-9336-4659-823e-079c17b7873b,regular,Polling Timeout,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'complex': {'root': 'GoogleVault', 'accessor': 'Matter.Export.Status'}}, 'iscontext': True}, 'right': {'value': {'simple': 'COMPLETED'}}}]]}"
0,0,9d563269-d6b7-4d77-83c8-8916860ed44b,start,,,,,,,,
0,1,4575847d-6979-4a86-8f77-ad7afcda5b01,playbook,,,,,,,,
0,2,ea507294-262f-4b30-879a-7a0d33944a0f,playbook,,,,,,,,
0,3,69cac33b-55de-4223-84f4-dea5ccca44e9,playbook,,,,,,,,
0,4,e977184e-8358-4c0e-88f5-9a0bb3b41bb6,playbook,,,,,,,,
0,0,37175990-2deb-4a44-8cdf-468f12cc97e3,start,,,,,,,,
0,1,285982a4-a0f0-44b9-8730-79b07de3cb70,regular,Collect hashes from the incident,,,,,,,
0,2,de780391-3d5e-452d-8da0-53075cc3770d,regular,Collect IPs from the incident,,,,,,,
0,3,cccb4d19-7cc7-46ee-85bd-4283b03ba932,regular,Collect URLs from the incident,,,,,,,
0,4,cb6e468c-f551-41d4-82c5-25891ed171d7,playbook,,,,,,,,
0,0,3eeea5b3-f473-4f6f-87ec-f577f4be5c94,start,,start,,,,,,
0,5,79296d69-cc45-44dd-89df-b937e2f7b8d7,condition,Is Intezer enabled,Checks if there is an instance of the Intezer integration enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Intezer v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,6,36c0f591-4ad7-4a3d-8bc3-ec036e4f76cd,title,Done,Done,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Intezer v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,13,be51ba42-9f41-4998-8033-81757c16970d,regular,Intezer - Analyze File by hash,Checks the file reputation of the uploaded file. Max file size is 20 MB.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Intezer v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,14,3480c94c-359c-4885-879f-cadcb54c02cc,condition,Is there a hash to analyze?,Checks if there is a file hash to analyze.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.hash'}}, 'iscontext': True}}]]}"
0,16,65112085-068e-4775-8a76-3618d54190f3,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.hash'}}, 'iscontext': True}}]]}"
0,17,096e3c80-e044-4349-82be-937b9f9b7388,regular,Intezer - get analysis result,Wait and get analysis results. Supports file analysis and endpoint analysis.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.hash'}}, 'iscontext': True}}]]}"
0,18,e2064e11-e8c7-4881-8328-e95a83a81a1b,condition,Was result returned?,Checks was result returned,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'DBotScore.Indicator'}, 'iscontext': True}, 'right': {'value': {'simple': 'inputs.hash'}, 'iscontext': True}}, {'operator': 'isEqualString', 'left': {'value': {'simple': 'DBotScore.Vendor'}, 'iscontext': True}, 'right': {'value': {'simple': 'Intezer'}}}]]}"
0,0,7d1e59fe-b551-41d6-8337-9d0f413c1d9b,start,,start,,,,,,
0,5,f9a353d1-22d1-4c1b-81eb-a78a88c3dde1,condition,Is Intezer enabled,Checks if there is an instance of the Intezer v2 integration enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Intezer v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,6,e3072dee-dd42-416e-804e-d15c5e66ac48,title,Done,Done,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Intezer v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,13,44c99bce-45d2-4786-8fee-87fe1be01165,regular,Intezer - Analyze uploaded file,Checks the file reputation for the uploaded file. Max file size is 32 MB.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Intezer v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,14,bc19a3b7-7876-4f90-8ce2-cf6e1da5016d,condition,Is there a file to analyze?,Checks if there is a file to analyze.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.File'}, 'iscontext': True}}]]}"
0,16,be960d68-1a06-455f-8676-5d1b04402dc5,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step \#2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.File'}, 'iscontext': True}}]]}"
0,17,139f25d7-9d3b-4bf9-8e3b-10eaf6325eef,regular,Intezer - get analysis result,Wait and get analysis results. Supports file analysis and endpoint analysis.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.File'}, 'iscontext': True}}]]}"
0,0,209ca9d9-6cd1-43d6-8917-34828b27d69a,start,,start,,,,,,
0,3,85dde700-9f3a-41c8-8e00-028cf4b91808,regular,Add the endpoint as a System to this incident,Adds the relevant endpoint to the System.,,,,,,
0,6,24cabd05-fad2-4940-8241-3ee3763d4f8d,regular,d2 agent - Scan host by Intezer,Runs IntezerScanHost script,,,,,,
0,7,33071f86-45fc-4c71-8fa3-ad933acbe3a8,condition,Does 'Host' input exist?,Checks if a given value exists in the context. Will return 'no' for empty empty arrays. To be used mostly with DQ and selectors.,,,,,,
0,12,3a2e28f7-a697-4281-8285-cd2dad5e7a63,title,Done,Done,,,,,,
0,15,2e1213d1-3ff8-41c7-8ec9-d1c50ced85e8,condition,Is the OS type Windows?,Checks if OS type is windows,,,,,,
0,16,98eeed9c-3ef1-4a28-8347-537ae2c48945,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,
0,17,d9b795b6-6dfe-4dca-80d4-2b988df75f76,regular,get-analysis-result,Runs intezer-get-analysis-result command,,,,,,
0,18,60302e3d-4e42-4237-8050-eb4ae370d90e,regular,D2-remove,Runs D2Remove script,,,,,,
0,0,6635b28b-bdf1-42cf-88bc-14ad75e9ebe0,start,,,,,,,,
0,15,c8d8906f-cbf4-4ddd-84e6-1e55570d00a0,condition,Is there an external IP address?,"Checks whether the ""InRange"" attribute is set to ""no"".",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'IP', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'IP.InRange'}, 'iscontext': True}, 'right': {'value': {'simple': 'no'}}, 'ignorecase': True}]], 'accessor': 'Address'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,24,8149db7c-af8d-41e2-85ee-c9fe2efd5040,title,Done,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'IP', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'IP.InRange'}, 'iscontext': True}, 'right': {'value': {'simple': 'no'}}, 'ignorecase': True}]], 'accessor': 'Address'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,27,1734f24b-0b27-431e-81b6-89997f08894c,title,Enrich external IP addresses,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'IP', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'IP.InRange'}, 'iscontext': True}, 'right': {'value': {'simple': 'no'}}, 'ignorecase': True}]], 'accessor': 'Address'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,28,6b8d857a-6012-41ac-8133-999741963259,condition,Are there any IP addresses?,Determine whether the playbook's input contains at least one IP address.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.IP'}, 'iscontext': True}}]]}"
0,29,583bdb15-2ba1-4818-8040-960105e9c247,regular,Determine whether the IP address is internal or external,"Checks if the IP address is in the internal IP address ranges.
If internal, sets the ""InRange"" attribute to ""yes"".
If external, sets the ""InRange"" attribute to ""no"". ",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.IP'}, 'iscontext': True}}]]}"
0,34,607dafbe-8ee1-47ad-810a-dacf03842673,condition,Resolve the IP address?,"Checks whether the ""ResolveIP"" parameter is set to ""True"".",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.ResolveIP'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}"
0,35,9a9092a5-a173-4c8d-8a0c-f63960c42451,regular,IP to Hostname (DNS),Convert the IP address to a hostname using DNS query.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.ResolveIP'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}"
0,36,22f7b81d-ea1a-44b3-8b73-c628afaf5cfc,title,Enrich Using VirusTotal Private API,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.ResolveIP'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}"
0,37,0df4420b-8119-4731-8cb3-4745fd044913,condition,Is VirusTotal Private API enabled?,Checks if there is an active instance of the VirusTotal Private API integration enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VirusTotal - Private API'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,38,700d9287-b7b0-440b-84a0-43eb625d45eb,regular,Get IP report from VirusTotal Private API,"Retrieves a report for a given IP address.
",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VirusTotal - Private API'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,39,67d938bf-2bd3-4dfd-885f-8dd190cd0b93,title,No External IP Address,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VirusTotal - Private API'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,41,8828c9f9-9144-42ab-8c98-7479e8f19a04,title,Enrich Using Threat Crowd,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VirusTotal - Private API'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,42,bfd335eb-f565-4abd-87d2-6299336bc89b,condition,Is ThreatCrowd enabled?,Checks if there is an active instance of the ThreatCrowd integration enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Threat Crowd'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,43,bfa43e99-360c-4f84-8e09-77a8b7ca5b52,regular,Get IP report from ThreatCrowd,"Retrieves a report for a given IP address.
",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Threat Crowd'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,0,6635b28b-bdf1-42cf-88bc-14ad75e9ebe0,start,,,,,,,,
0,15,7cc4eee4-d804-45aa-8c51-06e9e5a53a64,condition,Is there an external IP address?,"Checks whether the ""InRange"" attribute is set to ""no"".",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isExists', 'left': {'value': {'complex': {'root': 'IP', 'filters': [[{'operator': 'string.isEqual', 'left': {'value': {'simple': 'IP.InRange'}, 'iscontext': True}, 'right': {'value': {'simple': 'no'}}, 'ignorecase': True}]], 'accessor': 'Address'}}, 'iscontext': True}, 'ignorecase': True}]]}"
